//ホムンクルス成長データ
//Class,MinHP,MaxHP,MinSP,MaxSP,MinStr,MaxStr,MinAgi,MaxAgi,MinVit,MaxVit,MinInt,MaxInt,MinDex,MaxDex,MinLuk,MaxLuk,EvoMinHP,EvoMaxHP,EvoMinSP,EvoMaxSP,EvoMinStr,EvoMaxStr,EvoMinAgi,EvoMaxAgi,EvoMinVit,EvoMaxVit,EvoMinInt,EvoMaxInt,EvoMinDex,EvoMaxDex,EvoMinLuk,EvoMaxLuk
6001,60,100,4,9,5,19,5,19,5,19,4,20,6,20,6,20,800,2400,220,480,10,30,10,30,20,40,30,50,20,40,10,20	//LIF#リーフ#
6002,80,130,1,4,8,20,4,20,4,20,1,10,3,19,3,19,1600,3600,120,360,20,50,10,30,20,50,20,50,10,30,10,30	//AMISTR#アミストル#
6003,45,75,3,6,4,20,8,20,1,10,3,19,4,20,3,19,1200,3200,200,400,10,30,20,50,10,30,10,30,20,50,10,20	//FILIR#フィーリル#
6004,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100	//VANILMIRTH#バニルミルト#

6005,60,100,4,9,5,19,5,19,5,19,4,20,6,20,6,20,800,2400,220,480,10,30,10,30,20,40,30,50,20,40,10,20	//LIF2#リーフ亜種#
6006,80,130,1,4,8,20,4,20,4,20,1,10,3,19,3,19,1600,3600,120,360,20,50,10,30,20,50,20,50,10,30,10,30	//AMISTR2#アミストル亜種#
6007,45,75,3,6,4,20,8,20,1,10,3,19,4,20,3,19,1200,3200,200,400,10,30,20,50,10,30,10,30,20,50,10,20	//FILIR2#フィーリル亜種#
6008,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100	//VANILMIRTH2#バニルミルト亜種#

6009,60,100,4,9,5,19,5,19,5,19,4,20,6,20,6,20,800,2400,220,480,10,30,10,30,20,40,30,50,20,40,10,20	//LIF_H#リーフ(進化)#
6010,80,130,1,4,8,20,4,20,4,20,1,10,3,19,3,19,1600,3600,120,360,20,50,10,30,20,50,20,50,10,30,10,30	//AMISTR_H#アミストル(進化)#
6011,45,75,3,6,4,20,8,20,1,10,3,19,4,20,3,19,1200,3200,200,400,10,30,20,50,10,30,10,30,20,50,10,20	//FILIR_H#フィーリル(進化)#
6012,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100	//VANILMIRTH_H#バニルミルト(進化)#

6013,60,100,4,9,5,19,5,19,5,19,4,20,6,20,6,20,800,2400,220,480,10,30,10,30,20,40,30,50,20,40,10,20	//LIF_H2#リーフ亜種(進化)#
6014,80,130,1,4,8,20,4,20,4,20,1,10,3,19,3,19,1600,3600,120,360,20,50,10,30,20,50,20,50,10,30,10,30	//AMISTR_H2#アミストル亜種(進化)#
6015,45,75,3,6,4,20,8,20,1,10,3,19,4,20,3,19,1200,3200,200,400,10,30,20,50,10,30,10,30,20,50,10,20	//FILIR_H2#フィーリル亜種(進化)#
6016,30,150,0,7,1,30,1,30,1,30,1,30,1,30,1,30,1200,4800,480,640,10,30,10,30,10,30,20,50,10,50,10,100	//VANILMIRTH_H2#バニルミルト亜種(進化)#

6048,400,1600,120,180,25,48,28,42,15,25,35,78,16,36,9,18,250000,300000,3000,5000,30,50,10,20,10,20,10,20,10,20,10,20	//MER_EIRA#エイラ#
6049,900,3600,105,168,32,53,8,36,16,32,48,92,12,24,20,36,250000,300000,3000,5000,30,50,10,20,10,20,10,20,10,20,10,20	//MER_BAYERI#バイエリー#
6050,600,2400,98,113,18,32,16,32,5,25,24,43,28,40,20,40,250000,300000,3000,5000,30,50,10,20,10,20,10,20,10,20,10,20	//MER_SERA#セラ#
6051,2400,4800,90,198,35,60,13,26,18,36,32,68,16,32,4,16,250000,300000,3000,5000,30,50,10,20,10,20,10,20,10,20,10,20	//MER_DIETER#ディーター#
6052,600,3000,80,148,35,60,10,50,24,48,23,41,12,36,2,10,250000,300000,3000,5000,30,50,10,20,10,20,10,20,10,20,10,20	//MER_ELEANOR#エレノア#
